【Hero.csv】
ID,ScriptName,CNName,FirstName,SecondName,EnglishName,ClanID,CultureID,GenerateType,AppearanceID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
string,string,string,string,string,string,string,cultureID,string,int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
骑砍ID,剧本中文名,简体中文名,姓氏,名,罗马音名,家族ID,文化,生成类型,外观模版,生年,登场,终年,死因,父亲,父亲编号,祖父,祖父编号,亲族,仕官倾向,仕官相性,亲密相性,性情,精神,主义,行动,情义,野心,喜好,物欲,饮酒,出身,武具,统率,武力,政务,智谋,魅力,足轻,骑马,火枪,水军,弓术,武艺,军学,忍术,建筑,开垦,矿山,算术,礼法,辩才,茶道,医术,特殊合战卡,秘技卡,称号卡,亲密获取,组合获取,事件获取,流亡之章,姓名,身份,立场,所属势力,所属据点,所属流派,乱麻之章,姓名,身份,立场,所属势力,所属据点,所属流派,日轮之章,姓名,身份,立场,所属势力,所属据点,所属流派,升龙之章,姓名,身份,立场,所属势力,所属据点,所属流派,覇道之章,姓名,身份,立场,所属势力,所属据点,所属流派,转变之章,姓名,身份,立场,所属势力,所属据点,所属流派,浪华之章,姓名,身份,立场,所属势力,所属据点,所属流派,太平之章,姓名,身份,立场,所属势力,所属据点,所属流派,梦幻之章,姓名,身份,立场,所属势力,所属据点,所属流派
lord_1_ryuzojii_takeshi,江上武種,江上武种,江上,武种,Ryuzojii Takeshi,clan_ryuzojii_1,saikai,基于分组自动创建家族,,1525,1549,1572,病死,,,,,,只限武将,92,92,性急,勇敢,普通,普通,重视情义,53,武具,无欲,普通,其他,刀剑,68,71,22,43,55,2,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,无,强袭，拔突，刚弓，铁壁,无,一般条件,,,已登场,江上武种,部将,直臣,少贰家,岩屋城,无,已登场,江上武种,部将,直臣,少贰家,久留米城,无,已登场,江上武种,侍大将,直臣,龙造寺家,佐嘉城,无,已登场,江上武种,侍大将,直臣,龙造寺家,佐嘉城,无,已死亡,江上武种,无效,无效,无,无效,无,已死亡,江上武种,无效,无效,无,无效,无,已死亡,江上武种,无效,无效,无,无效,无,已死亡,江上武种,无效,无效,无,无效,无,已登场,江上武种,家老,直臣,上泉家,内城,无
lord_1_saeki_koreyori,佐伯惟教,佐伯惟教,佐伯,惟教,Saeki Koreyori,clan_saeki_1,saikai,基于分组自动创建家族,,1515,1549,1578,病死,,,,,佐伯惟定,只限武将,80,80,普通,勇敢,普通,普通,普通,48,南蛮物,普通,普通,其他,刀剑,60,51,34,46,48,1,2,1,2,1,2,1,1,1,0,1,0,1,0,1,1,强行突破,强袭，拔突，铁壁,无,无要求,,,已登场,佐伯惟教,城主,直臣,大友家,佐伯城,无,已登场,佐伯惟教,城主,直臣,大友家,佐伯城,无,已登场,佐伯惟教,城主,直臣,大友家,佐伯城,无,已登场,佐伯惟教,城主,直臣,大友家,佐伯城,无,已登场,佐伯惟教,城主,直臣,大友家,佐伯城,无,已死亡,佐伯惟教,无效,无效,无,无效,无,已死亡,佐伯惟教,无效,无效,无,无效,无,已死亡,佐伯惟教,无效,无效,无,无效,无,已登场,佐伯惟教,浪人,其他,无,丸龟之町,无
lord_1_uku_genmasa,宇久玄雅,宇久玄雅,宇久,玄雅,Uku Genmasa,clan_uku_1,neutral_culture,基于分组自动创建家族,,1548,1562,1612,病死,宇久纯定,126,,,宇久纯定 宇久纯玄,全职种,15,15,性急,勇敢,普通,普通,普通,64,南蛮物,贪心,嗜酒如命,源氏,火绳枪,51,55,23,56,60,2,0,2,3,0,3,2,0,2,1,1,0,1,1,0,0,加护,强袭，连续斩，拔突，急所击，刚力，铁壁,无,无要求,,,未登场,宇久玄雅,水夫头,直臣,五岛水军,江川之砦,无,未登场,宇久玄雅,水夫头,直臣,五岛水军,江川之砦,无,未登场,宇久玄雅,水夫,直臣,五岛水军,江川之砦,无,已登场,宇久玄雅,水夫头,直臣,五岛水军,江川之砦,无,已登场,宇久玄雅,船头,直臣,五岛水军,江川之砦,无,已登场,宇久玄雅,船头,直臣,五岛水军,江川之砦,无,已登场,宇久玄雅,船头,直臣,五岛水军,江川之砦,无,已登场,宇久玄雅,头领,首领,五岛水军,江川之砦,无,已登场,宇久玄雅,浪人,其他,无,大凑之町,无
lord_1_futatsugi_jutaka,二木重高,二木重高,二木,重高,Futatsugi Jutaka,clan_futatsugi_1,hokuriku,基于分组自动创建家族,,1514,1549,1590,病死,,,,,,只限武将,99,99,性急,胆小,理想,普通,重视情义,33,艺术品,无欲,滴酒不沾,源氏,刀剑,52,40,30,61,60,1,2,0,0,1,1,1,0,0,0,0,0,3,3,0,0,无,强袭,无,无要求,,,已登场,二木重高,部将,直臣,小笠原家,高远城,无,已登场,二木重高,足轻大将,直臣,武田家,踯躅崎馆,无,已登场,二木重高,足轻组头,陪臣（武田信廉）,武田家,高远城,无,已登场,二木重高,足轻大将,陪臣（武田信廉）,武田家,高远城,无,已登场,二木重高,足轻大将,陪臣（仁科盛信）,武田家,高远城,无,已登场,二木重高,足轻大将,陪臣（仁科盛信）,武田家,高远城,无,已登场,二木重高,浪人,其他,无,直江津之町,无,已死亡,二木重高,无效,无效,无,无效,无,已登场,二木重高,家老,直臣,二阶堂家,金泽城,无
lord_1_takada_matahei,高田又兵衛,高田又兵卫,高田,又兵卫,Takada Matahei,clan_takada_1,neutral_culture,基于分组自动创建家族,,1583,1597,1671,病死,,,,,,全职种,1,0,性急,勇敢,理想,普通,普通,22,武具,普通,普通,其他,枪,37,92,23,30,70,1,0,1,0,2,4,2,0,0,0,0,0,0,0,0,2,无,强袭，连续斩，拔突，粘花，刚弓，卷枪，飞鸟，引落，当身，柄返，刚力，铁壁，辱骂，大喝,无,一般条件,,,未登场,高田又兵卫,浪人,其他,无,奈良之町,宝藏院流,未登场,高田又兵卫,浪人,其他,无,奈良之町,宝藏院流,未登场,高田又兵卫,浪人,其他,无,奈良之町,无,未登场,高田又兵卫,浪人,其他,无,奈良之町,宝藏院流,未登场,高田又兵卫,浪人,其他,无,奈良之町,宝藏院流,未登场,高田又兵卫,浪人,其他,无,奈良之町,宝藏院流,未登场,高田又兵卫,浪人,其他,无,奈良之町,宝藏院流,已登场,高田又兵卫,浪人,其他,无,奈良之町,高田流,已登场,高田又兵卫,浪人,其他,无,小诸之町,高田流
lord_1_daihoji_4,大寶寺義興,大宝寺义兴,大宝寺,义兴,Daihoji Yoshioki,clan_daihoji_1,ou,精确匹配织丰,,1553,1567,1587,战死,大宝寺义增,813,,,大宝寺义氏 大宝寺义增,只限武将,0,0,性急,胆小,现实,慎重,普通,71,书籍,贪心,普通,藤原氏,刀剑,31,38,66,68,52,0,1,0,0,0,0,2,0,1,1,0,1,2,2,1,0,无,强袭,无,一般条件,,,未登场,大宝寺义兴,部将,直臣,大宝寺家,尾浦城,无,未登场,大宝寺义兴,部将,直臣,大宝寺家,尾浦城,无,未登场,大宝寺义兴,部将,直臣,大宝寺家,尾浦城,无,已登场,大宝寺义兴,部将,直臣,大宝寺家,尾浦城,无,已登场,大宝寺义兴,部将,直臣,大宝寺家,尾浦城,无,已登场,大宝寺义兴,部将,直臣,大宝寺家,尾浦城,无,已登场,大宝寺义兴,大名,首领,大宝寺家,尾浦城,无,已死亡,大宝寺义兴,无效,无效,无,无效,无,已登场,大宝寺义兴,家老,直臣,大久保家,佐贺城,无
lord_1_oka_harufusa,大野治房,大野治房,大野,治房,Oka Harufusa,clan_oka_1,kinai,基于分组自动创建家族,,1572,1586,1615,战死,大野治长父,1349,,,大野治长,只限武将,20,80,性急,勇敢,现实,轻率,不重情义,46,艺术品,普通,滴酒不沾,其他,刀剑,53,60,43,48,47,1,1,0,0,0,0,1,0,0,0,0,0,3,2,4,0,无,强袭,风雅之士,无要求,,,未登场,大野治房,足轻组头,直臣,织田家,那古野城,无,未登场,大野治房,足轻组头,直臣,织田家,清洲城,无,未登场,大野治房,足轻组头,直臣,织田家,清洲城,无,未登场,大野治房,足轻组头,直臣,织田家,岐阜城,无,未登场,大野治房,足轻组头,直臣,织田家,岐阜城,无,未登场,大野治房,足轻组头,直臣,织田家,安土城,无,未登场,大野治房,足轻组头,直臣,羽柴家,石山本愿寺,无,已登场,大野治房,部将,直臣,丰臣家,大坂城,无,已登场,大野治房,部将,直臣,大久保家,佐贺城,无
lord_1_mizuhara_chikayoshi,水原親憲,水原亲宪,水原,亲宪,Mizuhara Chikayoshi,clan_mizuhara_1,hokuriku,基于分组自动创建家族,,1546,1560,1616,病死,,,,,,只限武将,16,15,性急,勇敢,普通,普通,重视情义,65,武具,贪心,普通,平氏,枪,73,72,40,28,42,3,3,1,2,1,2,1,0,0,0,0,0,0,0,2,0,无,强袭，连续斩，拔突，铁壁,无,无要求,,,未登场,水原亲宪,侍大将,直臣,长尾家,春日山城,无,未登场,水原亲宪,侍大将,直臣,长尾家,春日山城,无,已登场,水原亲宪,侍大将,直臣,长尾家,春日山城,无,已登场,水原亲宪,侍大将,直臣,上杉家,春日山城,无,已登场,水原亲宪,侍大将,直臣,上杉家,春日山城,无,已登场,水原亲宪,侍大将,直臣,上杉家,春日山城,无,已登场,水原亲宪,侍大将,直臣,上杉家,春日山城,无,已登场,水原亲宪,侍大将,直臣,上杉家,会津若松城,无,已登场,水原亲宪,船头,直臣,淡路水军,洲本之砦,无
lord_1_tsugaru_nobutomo,津輕信枚,津轻信枚,津轻,信枚,Tsugaru Nobutomo,clan_tsugaru_1,ou,基于分组自动创建家族,,1586,1598,1631,病死,津轻为信,488,,,津轻为信,只限武将,16,16,普通,普通,现实,慎重,普通,55,南蛮物,普通,普通,藤原氏,刀剑,59,54,70,66,64,2,2,1,1,0,2,2,0,2,0,1,0,3,2,0,2,无,强袭，拔突，铁壁,无,一般条件,,,未登场,津轻信枚,足轻大将,陪臣（大浦为信）,南部家,大浦城,无,未登场,津轻信枚,足轻大将,陪臣（大浦为信）,南部家,大浦城,无,未登场,津轻信枚,足轻大将,陪臣（大浦为信）,南部家,大浦城,无,未登场,津轻信枚,足轻大将,陪臣（大浦为信）,南部家,大浦城,无,未登场,津轻信枚,足轻大将,陪臣（津轻为信）,南部家,大浦城,无,未登场,津轻信枚,足轻大将,陪臣（津轻为信）,南部家,大浦城,无,未登场,津轻信枚,足轻大将,直臣,津轻家,大浦城,无,已登场,津轻信枚,家老,直臣,津轻家,大浦城,无,已登场,津轻信枚,船头,直臣,盐饱水军,盐饱之砦,无
lord_1_oyamada_shigenao,小山田茂誠,小山田茂诚,小山田,茂诚,Oyamada Shigenao,clan_oyamada_1,tosan,家族和文化自动推断,,1561,1575,1637,病死,,,,,,全职种,55,55,普通,普通,现实,慎重,重视情义,30,武具,普通,嗜酒如命,平氏,刀剑,62,65,46,31,53,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,无,强袭，拔突，刚弓，铁壁,无,无要求,,,未登场,小山田茂诚,足轻组头,直臣,武田家,踯躅崎馆,无,未登场,小山田茂诚,足轻组头,直臣,武田家,踯躅崎馆,无,未登场,小山田茂诚,足轻组头,直臣,武田家,踯躅崎馆,无,未登场,小山田茂诚,足轻组头,直臣,武田家,踯躅崎馆,无,已登场,小山田茂诚,足轻组头,直臣,武田家,踯躅崎馆,无,已登场,小山田茂诚,足轻组头,直臣,武田家,甲府城,无,已登场,小山田茂诚,足轻组头,直臣,北条家,小田原城,无,已登场,小山田茂诚,足轻大将,直臣,真田家,上田城,无,已登场,小山田茂诚,部将,直臣,小笠原家,小仓城,无
lord_1_toshitoki_renjo,十時連貞,十时连贞,十时,连贞,Toshitoki Renjo,clan_toshitoki_1,saikai,基于分组自动创建家族,,1556,1570,1644,病死,,,,,,只限武将,84,84,普通,勇敢,理想,普通,重视情义,34,南蛮物,普通,普通,其他,刀剑,63,78,61,59,55,3,3,1,2,1,2,2,0,0,0,0,1,2,2,0,1,无,强袭，拔突，铁壁,无,一般条件,,,未登场,十时连贞,足轻组头,陪臣（户次鉴连）,大友家,府内城,无,未登场,十时连贞,足轻组头,陪臣（户次鉴连）,大友家,府内城,无,未登场,十时连贞,足轻组头,陪臣（户次鉴连）,大友家,府内城,无,未登场,十时连贞,足轻组头,陪臣（户次鉴连）,大友家,府内城,无,已登场,十时连贞,足轻组头,陪臣（立花道雪）,大友家,立花山城,无,已登场,十时连贞,足轻组头,陪臣（立花道雪）,大友家,立花山城,无,已登场,十时连贞,足轻组头,陪臣（立花宗茂）,大友家,立花山城,无,已登场,十时连贞,侍大将,直臣,立花家,柳川城,无,已登场,十时连贞,部将,直臣,十河家,广岛城,无
lord_1_ii_naotaka,井伊直孝,井伊直孝,井伊,直孝,Ii Naotaka,clan_ii_1,tokai,家族和文化自动推断,,1590,1598,1659,病死,井伊直政,62,,,井伊直政,只限武将,86,86,温和,普通,现实,慎重,普通,40,武具,普通,滴酒不沾,源氏,枪,46,85,58,42,48,2,3,2,1,2,2,2,0,2,1,2,0,0,1,1,0,无,强袭，拔突，粘花，刚弓，卷枪，引落，柄返，铁壁,无,一般条件,,,未登场,井伊直孝,足轻组头,陪臣（松平竹千代）,今川家,冈崎城,无,未登场,井伊直孝,足轻组头,陪臣（松平元康）,今川家,冈崎城,无,未登场,井伊直孝,足轻组头,陪臣（松平元康）,今川家,冈崎城,无,未登场,井伊直孝,足轻组头,直臣,德川家,冈崎城,无,未登场,井伊直孝,足轻组头,陪臣（井伊直政）,德川家,滨松城,无,未登场,井伊直孝,足轻组头,直臣,德川家,滨松城,无,未登场,井伊直孝,足轻组头,直臣,德川家,滨松城,无,已登场,井伊直孝,侍大将,陪臣（井伊直政）,德川家,箕轮城,无,已登场,井伊直孝,浪人,其他,无,严岛之町,无
lord_1_katakura_juu,片倉重長,片仓重长,片仓,重长,Katakura Juu,clan_katakura_1,ou,家族和文化自动推断,,1584,1598,1659,病死,片仓景纲,225,,,片仓景纲,只限武将,62,62,普通,普通,理想,慎重,重视情义,30,武具,普通,普通,藤原氏,刀剑,68,75,59,53,65,2,2,1,0,0,1,1,0,1,1,0,0,0,0,0,0,骑射突击,强袭，连续斩，拔突，金刚力，铁壁,无,无要求,,,未登场,片仓重长,足轻组头,陪臣（片仓景纲）,伊达家,米泽城,无,未登场,片仓重长,足轻组头,陪臣（片仓景纲）,伊达家,米泽城,无,未登场,片仓重长,足轻组头,陪臣（片仓景纲）,伊达家,米泽城,无,未登场,片仓重长,足轻组头,陪臣（片仓景纲）,伊达家,米泽城,无,未登场,片仓重长,足轻组头,陪臣（片仓景纲）,伊达家,米泽城,无,未登场,片仓重长,足轻组头,陪臣（片仓景纲）,伊达家,米泽城,无,未登场,片仓重长,足轻组头,陪臣（片仓景纲）,伊达家,米泽城,无,已登场,片仓重长,足轻组头,陪臣（片仓景纲）,伊达家,仙台城,无,已登场,片仓重长,浪人,其他,无,今治之町,无
lord_1_narita_11,成田長親,成田长亲,成田,长亲,Narita Nagachika,clan_narita_1,kanto,精确匹配织丰,,1545,1559,1613,病死,,,成田亲泰,###,成田氏长 成田长忠 成田长泰,只限武将,80,80,普通,胆小,普通,普通,不重情义,65,艺术品,贪心,普通,藤原氏,刀剑,51,33,46,47,52,1,0,0,1,0,0,1,0,0,1,2,2,0,0,0,0,无,强袭,无,无要求,,,未登场,成田长亲,足轻组头,陪臣（成田长泰）,长尾家,忍城,无,未登场,成田长亲,足轻组头,陪臣（成田长泰）,长尾家,忍城,无,已登场,成田长亲,足轻组头,陪臣（成田长泰）,长尾家,忍城,无,已登场,成田长亲,足轻组头,陪臣（成田氏长）,北条家,忍城,无,已登场,成田长亲,足轻组头,陪臣（成田氏长）,北条家,忍城,无,已登场,成田长亲,足轻组头,陪臣（成田氏长）,北条家,忍城,无,已登场,成田长亲,足轻组头,陪臣（成田氏长）,北条家,忍城,无,已登场,成田长亲,浪人,其他,无,清洲之町,无,已登场,成田长亲,浪人,其他,无,长滨之町,无
lord_1_mogami_ie,最上家親,最上家亲,最上,家亲,Mogami Ie,clan_mogami_1,ou,家族和文化自动推断,,1582,1596,1617,病死,最上义光,723,最上义守,725,最上义光 最上义时 最上义守,只限武将,50,99,性急,胆小,普通,普通,不重情义,77,艺术品,贪心,普通,源氏,刀剑,39,53,55,34,53,2,2,1,0,1,1,1,0,0,0,0,0,2,1,1,0,无,强袭，毒斩,无,无要求,,,未登场,最上家亲,部将,陪臣（最上义光）,最上家,山形城,无,未登场,最上家亲,部将,陪臣（最上义光）,最上家,山形城,无,未登场,最上家亲,部将,陪臣（最上义光）,最上家,山形城,无,未登场,最上家亲,部将,陪臣（最上义光）,最上家,山形城,无,未登场,最上家亲,部将,直臣,最上家,山形城,无,未登场,最上家亲,部将,直臣,最上家,山形城,无,未登场,最上家亲,部将,直臣,最上家,山形城,无,已登场,最上家亲,部将,直臣,最上家,山形城,无,已登场,最上家亲,部将,直臣,上泉家,内城,无
lord_1_ueda_shigeyasu,上田重安,上田重安,上田,重安,Ueda Shigeyasu,clan_ueda_1,kinai,基于分组自动创建家族,,1563,1577,1650,病死,,,,,,全职种,50,50,温和,胆小,理想,慎重,不重情义,15,书籍,无欲,滴酒不沾,源氏,刀剑,30,36,31,71,70,1,0,0,0,0,0,1,0,2,0,0,0,3,2,4,1,无,强袭,无,一般条件,,,未登场,上田重安,足轻组头,陪臣（丹羽长秀）,织田家,那古野城,无,未登场,上田重安,足轻组头,陪臣（丹羽长秀）,织田家,清洲城,无,未登场,上田重安,足轻组头,陪臣（丹羽长秀）,织田家,清洲城,无,未登场,上田重安,足轻组头,陪臣（丹羽长秀）,织田家,清洲城,无,未登场,上田重安,足轻组头,陪臣（丹羽长秀）,织田家,佐和山城,无,已登场,上田重安,足轻组头,陪臣（丹羽长秀）,织田家,佐和山城,无,已登场,上田重安,足轻组头,直臣,丹羽家,北之庄城,无,已登场,上田重安,足轻组头,直臣,丰臣家,大坂城,无,已登场,上田重安,部将,直臣,上泉家,内城,无
lord_1_koyanagawa_muneasa,小梁川宗朝,小梁川宗朝,小梁川,宗朝,Koyanagawa Muneasa,clan_koyanagawa_1,ou,基于分组自动创建家族,,1469,1549,1565,病死,,,,,,只限武将,46,46,普通,勇敢,理想,普通,重视情义,23,武具,无欲,普通,藤原氏,枪,49,63,50,58,72,2,3,0,0,1,1,3,0,1,0,0,0,2,2,0,0,无,拔突，粘花,无,一般条件,,,已登场,小梁川宗朝,部将,直臣,伊达家,米泽城,无,已登场,小梁川宗朝,部将,直臣,伊达家,米泽城,无,已登场,小梁川宗朝,部将,直臣,伊达家,米泽城,无,已死亡,小梁川宗朝,无效,无效,无,无效,无,已死亡,小梁川宗朝,无效,无效,无,无效,无,已死亡,小梁川宗朝,无效,无效,无,无效,无,已死亡,小梁川宗朝,无效,无效,无,无效,无,已死亡,小梁川宗朝,无效,无效,无,无效,无,已登场,小梁川宗朝,部将,直臣,小笠原家,小仓城,无
lord_1_okuni_sanetomo,大國實賴,大国实赖,大国,实赖,Okuni Sanetomo,clan_okuni_1,hokuriku,基于分组自动创建家族,,1562,1576,1622,病死,樋口兼丰,1351,,,直江兼续,全职种,20,15,普通,普通,现实,慎重,重视情义,33,书籍,普通,普通,源氏,刀剑,55,39,71,60,44,1,1,0,0,0,0,1,0,0,0,1,1,2,0,0,0,无,拔突,风雅之士,无要求,,,未登场,大国实赖,足轻组头,陪臣（直江兼续）,长尾家,春日山城,无,未登场,大国实赖,足轻组头,陪臣（直江兼续）,长尾家,春日山城,无,未登场,大国实赖,足轻组头,陪臣（直江兼续）,长尾家,春日山城,无,未登场,大国实赖,足轻组头,陪臣（直江兼续）,上杉家,春日山城,无,未登场,大国实赖,足轻组头,陪臣（直江兼续）,上杉家,春日山城,无,已登场,大国实赖,足轻组头,陪臣（直江兼续）,上杉家,春日山城,无,已登场,大国实赖,足轻组头,陪臣（直江兼续）,上杉家,春日山城,无,已登场,大国实赖,足轻组头,陪臣（直江兼续）,上杉家,米泽城,无,已登场,大国实赖,部将,直臣,大久保家,佐贺城,无
lord_1_umezu_masakage,梅津政景,梅津政景,梅津,政景,Umezu Masakage,clan_umezu_1,kanto,基于分组自动创建家族,,1581,1595,1633,病死,,,,,,全职种,20,20,温和,普通,理想,普通,重视情义,22,书籍,无欲,嗜酒如命,其他,枪,38,33,86,50,82,0,0,0,0,0,0,0,0,1,2,3,3,3,2,2,2,土龙攻,拔突，丢钱,能吏,一般条件,,,未登场,梅津政景,足轻组头,直臣,佐竹家,太田城,无,未登场,梅津政景,足轻组头,直臣,佐竹家,太田城,无,未登场,梅津政景,足轻组头,直臣,佐竹家,太田城,无,未登场,梅津政景,足轻组头,直臣,佐竹家,太田城,无,未登场,梅津政景,足轻组头,直臣,佐竹家,太田城,无,未登场,梅津政景,足轻组头,直臣,佐竹家,太田城,无,未登场,梅津政景,足轻组头,直臣,佐竹家,水户城,无,已登场,梅津政景,足轻组头,直臣,佐竹家,水户城,无,已登场,梅津政景,伙计,直臣,豆腐屋,今治之町,无
lord_1_mibuchi_fuji,三淵藤英,三渊藤英,三渊,藤英,Mibuchi Fuji hide,clan_mibuchi_1,kinai,基于分组自动创建家族,,1530,1549,1574,战死,三渊晴员,1350,,,细川忠兴 细川幽斋,只限武将,15,45,普通,胆小,普通,轻率,不重情义,50,艺术品,普通,嗜酒如命,源氏,刀剑,25,26,69,65,70,0,0,0,1,0,0,1,0,2,2,1,3,3,2,3,0,威风凛凛,拔突，粘花，卷枪，丢钱,风雅之士,无要求,,,已登场,三渊藤英,足轻组头,直臣,足利家,朽木谷城,无,已登场,三渊藤英,足轻组头,直臣,足利家,朽木谷城,无,已登场,三渊藤英,足轻组头,直臣,足利家,二条城,无,已登场,三渊藤英,足轻组头,直臣,足利家,二条城,无,已死亡,三渊藤英,无效,无效,无,无效,无,已死亡,三渊藤英,无效,无效,无,无效,无,已死亡,三渊藤英,无效,无效,无,无效,无,已死亡,三渊藤英,无效,无效,无,无效,无,已登场,三渊藤英,部将,直臣,三刀屋家,骏府城,无
lord_1_honda_masashige,本多政重,本多政重,本多,政重,Honda Masashige,clan_honda_1,tokai,家族和文化自动推断,,1580,1594,1647,病死,本多正信,656,,,本多正纯 本多正信,全职种,50,15,性急,勇敢,理想,轻率,不重情义,34,武具,普通,普通,藤原氏,枪,36,65,61,49,63,2,1,1,0,1,2,1,1,0,0,1,1,0,0,0,1,车悬,强袭，拔突，粘花，卷枪，引落，柄返，刚力，铁壁，大喝,无,无要求,,,未登场,本多政重,足轻组头,陪臣（松平竹千代）,今川家,冈崎城,无,未登场,本多政重,足轻组头,陪臣（松平元康）,今川家,冈崎城,无,未登场,本多政重,足轻组头,陪臣（松平元康）,今川家,冈崎城,无,未登场,本多政重,足轻组头,直臣,德川家,冈崎城,无,未登场,本多政重,足轻组头,陪臣（本多正信）,德川家,滨松城,无,未登场,本多政重,足轻组头,直臣,德川家,滨松城,无,未登场,本多政重,足轻组头,直臣,德川家,滨松城,无,已登场,本多政重,部将,直臣,德川家,江户城,无,已登场,本多政重,浪人,其他,无,博多之町,无
lord_1_kuriyama_zensuke,栗山善助,栗山善助,栗山,善助,Kuriyama Zensuke,clan_kuriyama_1,kinai,基于分组自动创建家族,,1550,1564,1631,病死,,,,,,全职种,6,6,温和,普通,理想,慎重,重视情义,65,书籍,贪心,嗜酒如命,源氏,刀剑,56,75,48,39,62,2,2,2,0,0,1,2,1,0,2,1,3,2,3,1,1,无,强袭，连续斩，刚力，丢钱,无,一般条件,,,未登场,栗山善助,足轻组头,陪臣（小寺政职）,赤松家,御着城,无,未登场,栗山善助,足轻组头,陪臣（小寺政职）,赤松家,御着城,无,未登场,栗山善助,足轻组头,陪臣（小寺政职）,赤松家,御着城,无,已登场,栗山善助,足轻组头,陪臣（小寺政职）,赤松家,御着城,无,已登场,栗山善助,足轻组头,陪臣（小寺政职）,赤松家,姬路城,无,已登场,栗山善助,足轻组头,陪臣（羽柴秀吉）,织田家,姬路城,无,已登场,栗山善助,足轻组头,陪臣（黑田官兵卫）,羽柴家,石山本愿寺,无,已登场,栗山善助,家老,直臣,黑田家,中津城,无,已登场,栗山善助,部将,直臣,山中家,江户城,无
lord_1_tsutsuii_tanimatsurigotogen,多賀穀政廣,多贺谷政广,多贺谷,政广,Tsutsuii Tanimatsurigotogen,clan_tsutsuii_1,kinai,基于分组自动创建家族,,1537,1551,1595,病死,,,,,,全职种,20,30,普通,胆小,普通,慎重,普通,55,艺术品,普通,普通,平氏,枪,29,31,63,60,39,1,0,0,0,0,0,2,0,1,3,0,2,2,0,2,0,无,拔突,无,无要求,,,未登场,多贺谷政广,足轻组头,直臣,结城家,结城城,无,已登场,多贺谷政广,足轻组头,直臣,结城家,结城城,无,已登场,多贺谷政广,足轻组头,直臣,结城家,结城城,无,已登场,多贺谷政广,足轻组头,直臣,结城家,结城城,无,已登场,多贺谷政广,足轻组头,直臣,结城家,结城城,无,已登场,多贺谷政广,足轻组头,直臣,结城家,结城城,无,已登场,多贺谷政广,足轻组头,直臣,结城家,结城城,无,已死亡,多贺谷政广,无效,无效,无,无效,无,已登场,多贺谷政广,浪人,其他,无,松仓之町,无
lord_1_toki_tomoyori,土岐為賴,土岐为赖,土岐,为赖,Toki Tomoyori,clan_toki_1,kinai,基于分组自动创建家族,,1494,1549,1583,病死,,,,,,全职种,33,35,性急,勇敢,现实,轻率,不重情义,65,武具,普通,嗜酒如命,源氏,枪,54,62,49,70,64,3,3,2,0,2,1,3,0,0,0,0,0,0,2,0,0,无,拔突，刚弓，辱骂，大喝,无,一般条件,,,已登场,土岐为赖,部将,直臣,里见家,久留里城,无,已登场,土岐为赖,部将,直臣,里见家,久留里城,无,已登场,土岐为赖,部将,直臣,里见家,久留里城,无,已登场,土岐为赖,部将,直臣,里见家,久留里城,无,已登场,土岐为赖,部将,直臣,里见家,久留里城,无,已登场,土岐为赖,部将,直臣,里见家,久留里城,无,已死亡,土岐为赖,无效,无效,无,无效,无,已死亡,土岐为赖,无效,无效,无,无效,无,已登场,土岐为赖,浪人,其他,无,滨松之町,无
lord_1_mai_hyogo,舞兵庫,舞兵库,舞,兵库,Mai Hyogo,clan_mai_1,neutral_culture,基于分组自动创建家族,,1560,1574,1600,战死,,,,,,全职种,15,20,普通,勇敢,普通,普通,重视情义,60,武具,贪心,普通,其他,刀剑,72,80,63,55,44,2,3,2,1,1,2,1,1,0,0,1,0,1,0,1,0,无,强袭，拔突，粘花，卷枪，铁壁，大喝,无,无要求,,,未登场,舞兵库,浪人,其他,无,清洲之町,无,未登场,舞兵库,浪人,其他,无,清洲之町,无,未登场,舞兵库,浪人,其他,无,清洲之町,无,未登场,舞兵库,浪人,其他,无,清洲之町,无,已登场,舞兵库,浪人,其他,无,清洲之町,无,已登场,舞兵库,浪人,其他,无,清洲之町,无,已登场,舞兵库,浪人,其他,无,清洲之町,无,已登场,舞兵库,浪人,其他,无,清洲之町,无,已登场,舞兵库,浪人,其他,无,京之町,无
